Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...It.is.important.to.me.to.physically.check.out.items.before.buying.them..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...In.store.grocery.shopping.is.fun..,wfh_during,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.food.for.pick.up.delivery.from.a.restaurant..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Personal.space.is.important.to.me.when.I.travel..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.makes.me.less.disciplined.self.controlled..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Ferry.or.Water.Taxi.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.increases.family.conflicts..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.groceries.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.prefer.buying.groceries.online.rather.than.going.to.the.store..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.concerned.that.friends.or.family.will.experience.serious.health.issues.if.they.catch.the.coronavirus..,transit_usage_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.perform.better.when.I.interact.with.my.co.workers.in.person..,age,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.groceries..,education,hh_size,transit_usage_during,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.Ridehail..e.g..UberPool..Lyft.Shared..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Walk.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.bike.or.scooter..Lime..JUMP..etc...,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Everyone.should.stay.at.home.as.much.as.possible.until.the.coronavirus.has.subsided..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Even.if.I.don.t.end.up.buying.anything..I.still.enjoy.going.to.stores.and.browsing..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Solo.Ridehail..UberX..Lyft..or.Taxi.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.like.to.share.rides.with.others.if.it.saves.money..,gender,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Physical.distancing.is.an.efficient.approach.for.controlling.the.coronavirus.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Media.is.exaggerating.the.spread.of.the.coronavirus..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.try.to.use.transportation.options.that.allow.me.to.avoid.contact.with.other.people..,What.is.your.home.ZIP.code.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.miss.my.commute..,Waves,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Traveling.by.bus.or.light.rail.poses.a.risk.to.my.health..,Timestamp,Are.you.employed.in.one.of.the.following.industries.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.enjoy.social.interactions.with.my.colleagues..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.other.items.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shopping.online.is.convenient..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.can.efficiently.replace.most.of.my.in.person.work.meetings.with.online.meetings.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...My.friends.and.family.expect.me.to.stay.at.home.until.the.coronavirus.subsides..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.travel.on.a.bus.or.light.rail.if.physical.distancingÂ.measures.are.enforced..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......eat.a.meal.in.a.restaurant..,annual_hh_income,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.comfortable.sharing.a.ride.with.a.stranger..,job_status,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.other.items..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Eating.in.restaurants.is.a.fun.leisure.activity..,user_id,Have.you.had.COVID.19.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Wearing.face.covering.should.be.mandatory..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Drive.Alone.,wfh_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.don.t.mind.traveling.on.a.crowded.bus..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Carpool.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Bike.or.Scooter.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shutting.down.businesses.to.prevent.the.spread.of.the.coronavirus.is.not.worth.the.economic.damage.that.it.causes..
Disagree,Disagree,Once a month or less,A few times a month,Agree,Agree,A few times a month,Strongly disagree,1-2 days a week,Strongly agree,Strongly agree,Never,Disagree,65.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner;Cat or Dog,Never,Never,A few times a month,Never,Strongly agree,Disagree,Never,Disagree,Female,Strongly agree,Strongly disagree,Strongly disagree,98070.0,Agree,W1,Agree,2020/06/28 7:48:54 AM MDT,,Agree,A few times a month,Strongly agree,Agree,Somewhat agree,Strongly disagree,Once a month or less,"$75,000 to $99,999",Strongly disagree,Retired,A few times a month,Disagree,190094,"I believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,A few times a month,Strongly disagree,Never,A few times a month,Strongly disagree
Disagree,Strongly disagree,Everyday,1-2 days a week,Strongly agree,Agree,Never,Strongly disagree,Never,Strongly disagree,Strongly agree,Everyday,Strongly agree,24.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)","Non-household members (e.g. relatives, roommates)",Never,A few times a month,3-4 days a week,A few times a month,Strongly agree,Strongly disagree,A few times a month,Strongly disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98105.0,Somewhat agree,W1,Strongly agree,2020/06/29 3:25:47 PM MDT,"No, none of the above",Agree,A few times a month,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,1-2 days a week,"$10,000 to $14,999",Strongly disagree,"Employed, Part time",A few times a month,Strongly disagree,190229,"I believe so, but I haven't been tested for it.",Strongly agree,Once a month or less,1-2 days a week,Strongly disagree,1-2 days a week,A few times a month,Strongly disagree
Somewhat agree,Strongly disagree,Everyday,A few times a month,Strongly agree,Disagree,Never,Somewhat disagree,Never,Somewhat disagree,Agree,Once a month or less,Somewhat agree,36.0,1-2 days a week,"4-year college degree (e.g. BA, BS)",Husband/wife/partner,Never,Never,3-4 days a week,Never,Strongly agree,Strongly disagree,Once a month or less,Disagree,Male,Agree,Strongly disagree,Agree,98055.0,Strongly disagree,"W1, W2P",Agree,2020/07/07 8:33:23 AM MDT,"No, none of the above",Somewhat disagree,1-2 days a week,Strongly agree,Somewhat agree,Agree,Disagree,A few times a month,"$75,000 to $99,999",Disagree,"Employed, Full time",1-2 days a week,Strongly disagree,191001,"I don't believe so, but I haven't been tested for it.",Agree,Everyday,Once a month or less,Strongly disagree,Never,Never,Disagree
Agree,Strongly disagree,Everyday,Never,Agree,Strongly agree,Once a month or less,Strongly agree,Once a month or less,Strongly agree,Strongly agree,Once a month or less,Somewhat disagree,33.0,Once a month or less,"Graduate degree (e.g. MS, PhD, MBA)","Cat or Dog;Non-household members (e.g. relatives, roommates)",Never,Once a month or less,1-2 days a week,Never,Agree,Disagree,Once a month or less,Strongly disagree,Female,Somewhat agree,Somewhat disagree,Agree,98498.0,Agree,W1,Agree,2020/06/27 7:09:12 PM MDT,"No, none of the above",Somewhat agree,Once a month or less,Somewhat agree,Agree,Disagree,Somewhat agree,Once a month or less,"$50,000 to $74,999",Strongly disagree,"Employed, Full time",Once a month or less,Somewhat agree,190053,"I don't believe so, but I haven't been tested for it.",Somewhat disagree,Everyday,Never,Strongly disagree,Once a month or less,Once a month or less,Somewhat agree
Agree,Somewhat agree,Never,Never,Agree,Strongly disagree,Once a month or less,Strongly disagree,Never,Strongly disagree,Somewhat agree,Once a month or less,Strongly disagree,59.0,3-4 days a week,High school graduate or GED,None of the above,Never,Never,Once a month or less,Never,Agree,Strongly disagree,Never,Strongly disagree,Male,Agree,Agree,Agree,98188.0,Strongly disagree,W1,Strongly agree,2020/07/02 5:43:34 PM MDT,"No, none of the above",Strongly disagree,Everyday,Agree,Strongly disagree,Agree,Strongly disagree,Everyday,"$50,000 to $74,999",Strongly disagree,"Employed, Full time",Everyday,Strongly disagree,190689,"I don't believe so, but I haven't been tested for it.",Agree,Everyday,Never,Strongly disagree,Never,Once a month or less,Agree
Somewhat disagree,Somewhat agree,Everyday,A few times a month,Somewhat agree,Strongly agree,Never,Somewhat disagree,Never,Disagree,Somewhat disagree,3-4 days a week,Agree,24.0,A few times a month,"Graduate degree (e.g. MS, PhD, MBA)",None of the above,Never,Never,Never,Never,Somewhat agree,Disagree,Never,Somewhat agree,Female,Somewhat agree,Somewhat agree,Agree,98107.0,Somewhat agree,"W1, W2P",Agree,2020/06/29 5:07:52 PM MDT,"No, none of the above",Agree,Never,Somewhat agree,Somewhat agree,Agree,Somewhat agree,A few times a month,"$75,000 to $99,999",Somewhat agree,"Employed, Full time",A few times a month,Somewhat agree,190244,"I don't believe so, but I haven't been tested for it.",Somewhat agree,A few times a month,Never,Somewhat disagree,A few times a month,Never,Agree
Agree,Strongly disagree,Never,Once a month or less,Strongly agree,Somewhat agree,Once a month or less,Somewhat agree,Never,Disagree,Strongly agree,A few times a month,Somewhat disagree,69.0,3-4 days a week,"Graduate degree (e.g. MS, PhD, MBA)",None of the above,Never,Never,A few times a month,Never,Strongly agree,Disagree,Once a month or less,Strongly disagree,Female,Agree,Disagree,Strongly agree,98004.0,Disagree,"W1, W2P, W3P",Strongly agree,2020/06/28 11:51:48 PM MDT,,Somewhat disagree,Once a month or less,Agree,Somewhat disagree,Agree,Disagree,3-4 days a week,"$100,000 to $149,999",Strongly disagree,Retired,3-4 days a week,Strongly disagree,190176,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,Never,Strongly disagree,Never,Never,Strongly disagree
Agree,Somewhat agree,Everyday,Never,Agree,Strongly disagree,Never,Somewhat agree,A few times a month,Agree,Strongly agree,3-4 days a week,Agree,47.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner;Children aged 12-17,Never,Never,Everyday,Never,Strongly agree,Disagree,Never,Somewhat agree,Male,Strongly agree,Strongly disagree,Agree,98029.0,Disagree,W1,Agree,2020/07/01 3:13:29 PM MDT,"No, none of the above",Agree,A few times a month,Agree,Agree,Strongly agree,Somewhat agree,1-2 days a week,"$100,000 to $149,999",Disagree,"Employed, Full time",1-2 days a week,Disagree,190523,"I don't believe so, but I haven't been tested for it.",Strongly agree,1-2 days a week,Once a month or less,Strongly disagree,Never,Never,Strongly disagree
Somewhat agree,Somewhat agree,Everyday,A few times a month,Somewhat agree,Agree,Never,Somewhat agree,Never,Somewhat agree,Agree,A few times a month,Agree,45.0,3-4 days a week,"4-year college degree (e.g. BA, BS)","Non-household members (e.g. relatives, roommates)",Never,Once a month or less,Never,Never,Strongly agree,Somewhat agree,Once a month or less,Somewhat agree,Female,Strongly agree,Disagree,Disagree,98031.0,Somewhat agree,W1,Somewhat disagree,2020/06/28 1:33:21 AM MDT,"No, none of the above",Strongly agree,A few times a month,Agree,Disagree,Somewhat agree,Somewhat agree,A few times a month,"$35,000 to $49,999",Agree,"Employed, Full time",A few times a month,Somewhat agree,190081,"I don't believe so, but I haven't been tested for it.",Agree,3-4 days a week,Once a month or less,Somewhat agree,Once a month or less,Never,Strongly disagree
Somewhat agree,Disagree,Never,A few times a month,Agree,Disagree,Once a month or less,Disagree,Never,Strongly disagree,Strongly agree,A few times a month,Disagree,37.0,A few times a month,"4-year college degree (e.g. BA, BS)",Husband/wife/partner,Never,Never,Everyday,Never,Strongly agree,Strongly disagree,Never,Strongly disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98109.0,Disagree,"W1, W2P",Strongly agree,2020/06/28 6:00:40 AM MDT,"No, none of the above",Disagree,A few times a month,Somewhat disagree,Disagree,Agree,Strongly disagree,3-4 days a week,"$150,000 to $199,999",Strongly disagree,Unemployed,A few times a month,Strongly disagree,190087,"I don't believe so, but I haven't been tested for it.",Strongly agree,Once a month or less,Never,Strongly disagree,1-2 days a week,Never,Disagree
Agree,Somewhat agree,3-4 days a week,A few times a month,Strongly agree,Disagree,Never,Strongly agree,A few times a month,Disagree,Strongly agree,Once a month or less,Agree,62.0,1-2 days a week,"4-year college degree (e.g. BA, BS)","Non-household members (e.g. relatives, roommates)",Never,Never,Once a month or less,Never,Strongly agree,Agree,Never,Disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98388.0,Somewhat disagree,W1,Strongly agree,2020/06/27 6:28:13 PM MDT,"No, none of the above",Agree,A few times a month,Strongly agree,Disagree,Strongly agree,Somewhat agree,1-2 days a week,"$50,000 to $74,999",Disagree,"Employed, Full time",1-2 days a week,Agree,190050,"No, I have tested negative.",Strongly agree,Everyday,Never,Strongly disagree,Never,Never,Somewhat disagree
Agree,Agree,Never,A few times a month,Strongly agree,Somewhat disagree,Never,Disagree,Never,Somewhat disagree,Strongly agree,Never,Agree,77.0,A few times a month,"Professional degree (e.g. MD, JD)",Husband/wife/partner,Never,Never,Once a month or less,Never,Agree,Disagree,Never,Strongly disagree,Female,Strongly agree,Disagree,Strongly agree,98125.0,Agree,"W1, W3P",Strongly agree,2020/07/09 1:11:27 AM MDT,,Agree,Once a month or less,Somewhat disagree,Agree,Strongly agree,Somewhat agree,A few times a month,Prefer not to answer,Strongly disagree,Retired,A few times a month,Strongly disagree,191080,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,1-2 days a week,Strongly disagree,1-2 days a week,Never,Strongly disagree
Somewhat agree,Somewhat agree,Everyday,A few times a month,Agree,Strongly agree,Never,Disagree,Never,Somewhat disagree,Somewhat disagree,Once a month or less,Strongly agree,19.0,A few times a month,Some college/technical school training,Children aged 3-5;Children aged 12-17;Children aged 18 or more;Cat or Dog,Never,Never,Everyday,Once a month or less,Somewhat agree,Agree,Never,Disagree,Male,Agree,Strongly disagree,Strongly agree,98006.0,Strongly disagree,W1,Agree,2020/07/02 11:03:06 AM MDT,,Agree,1-2 days a week,Strongly agree,Disagree,Disagree,Somewhat disagree,1-2 days a week,"$150,000 to $199,999",Somewhat disagree,Student,A few times a month,Strongly agree,190650,"I don't believe so, but I haven't been tested for it.",Strongly agree,A few times a month,Never,Disagree,A few times a month,Once a month or less,Somewhat disagree
Somewhat agree,Somewhat agree,1-2 days a week,1-2 days a week,Agree,Disagree,Never,Disagree,1-2 days a week,Somewhat disagree,Strongly agree,Never,Agree,32.0,1-2 days a week,High school graduate or GED,"Husband/wife/partner;Children aged 0-2;Children aged 6-11;Non-household members (e.g. relatives, roommates)",Never,Never,Never,Never,Agree,Somewhat agree,Never,Disagree,Male,Somewhat agree,Somewhat agree,Agree,98445.0,Somewhat agree,"W1, W2P",Somewhat agree,2020/07/06 6:22:59 PM MDT,"No, none of the above",Agree,3-4 days a week,Agree,Agree,Somewhat agree,Somewhat agree,A few times a month,"$75,000 to $99,999",Disagree,"Employed, Full time",1-2 days a week,Somewhat agree,190716,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,1-2 days a week,Strongly disagree,Never,Never,Somewhat agree
Disagree,Disagree,Never,Once a month or less,Strongly agree,Strongly disagree,Once a month or less,Strongly disagree,Once a month or less,Agree,Strongly agree,Once a month or less,Agree,67.0,Once a month or less,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner;Cat or Dog,Never,Once a month or less,Everyday,Once a month or less,Strongly agree,Disagree,Once a month or less,Agree,Male,Somewhat agree,Strongly disagree,Strongly agree,98310.0,Strongly disagree,W1,Strongly agree,2020/06/29 9:55:21 AM MDT,,Agree,3-4 days a week,Agree,Agree,Strongly agree,Somewhat agree,A few times a month,"$50,000 to $74,999",Somewhat agree,Retired,A few times a month,Somewhat agree,190204,"I don't believe so, but I haven't been tested for it.",Strongly agree,1-2 days a week,Never,Disagree,3-4 days a week,1-2 days a week,Strongly disagree
Disagree,Disagree,Everyday,1-2 days a week,Strongly agree,Disagree,Never,Disagree,1-2 days a week,Strongly agree,Strongly agree,3-4 days a week,Disagree,37.0,A few times a month,"4-year college degree (e.g. BA, BS)",Husband/wife/partner;Cat or Dog,Never,Never,Never,Never,Strongly agree,Disagree,1-2 days a week,Strongly disagree,Male,Strongly agree,Strongly disagree,Strongly agree,98407.0,Strongly disagree,W1,Strongly agree,2020/07/02 5:40:21 PM MDT,"No, none of the above",Strongly agree,1-2 days a week,Strongly agree,Strongly agree,Agree,Somewhat disagree,1-2 days a week,"$200,000 or more",Strongly disagree,"Employed, Full time",A few times a month,Strongly agree,190686,"I don't believe so, but I haven't been tested for it.",Strongly agree,A few times a month,3-4 days a week,Strongly disagree,Never,Never,Agree
Somewhat agree,Disagree,Everyday,1-2 days a week,Strongly agree,Disagree,Never,Somewhat agree,Never,Disagree,Strongly agree,Never,Agree,32.0,A few times a month,"4-year college degree (e.g. BA, BS)",Husband/wife/partner,Never,Never,Once a month or less,Never,Strongly agree,Somewhat disagree,Once a month or less,Strongly disagree,Male,Agree,Disagree,Strongly agree,98103.0,Strongly disagree,W1,Agree,2020/07/02 3:54:03 PM MDT,"No, none of the above",Somewhat agree,Once a month or less,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Once a month or less,"$150,000 to $199,999",Strongly disagree,"Employed, Full time",Once a month or less,Agree,190672,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,1-2 days a week,Strongly disagree,Never,Never,Strongly disagree
Disagree,Strongly disagree,Never,Once a month or less,Agree,Strongly agree,Once a month or less,Strongly agree,1-2 days a week,Somewhat disagree,Strongly disagree,A few times a month,Strongly agree,64.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner,Never,A few times a month,3-4 days a week,Never,Strongly disagree,Strongly disagree,A few times a month,Disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98136.0,Strongly agree,"W1, W3P",Agree,2020/07/07 3:46:55 PM MDT,"No, none of the above",Strongly agree,1-2 days a week,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Once a month or less,"$50,000 to $74,999",Strongly disagree,"Employed, Part time",1-2 days a week,Strongly disagree,191029,"I believe so, but I haven't been tested for it.",Strongly disagree,3-4 days a week,Never,Strongly disagree,A few times a month,Never,Strongly disagree
Somewhat agree,Disagree,A few times a month,A few times a month,Agree,Somewhat agree,Once a month or less,Somewhat agree,Never,Somewhat disagree,Agree,Once a month or less,Somewhat agree,51.0,3-4 days a week,"4-year college degree (e.g. BA, BS)",None of the above,Never,Never,3-4 days a week,Never,Strongly agree,Disagree,Never,Somewhat disagree,Male,Agree,Agree,Strongly agree,98103.0,Disagree,W1,Agree,2020/07/10 2:30:12 PM MDT,"No, none of the above",Agree,1-2 days a week,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,A few times a month,"$35,000 to $49,999",Somewhat disagree,"Employed, Full time",1-2 days a week,Somewhat agree,190853,"I believe so, but I haven't been tested for it.",Somewhat agree,1-2 days a week,A few times a month,Somewhat disagree,Never,3-4 days a week,Somewhat agree
Strongly agree,Somewhat agree,Everyday,Once a month or less,Strongly agree,Disagree,Never,Disagree,Once a month or less,Disagree,Strongly agree,Never,Agree,59.0,3-4 days a week,"4-year college degree (e.g. BA, BS)",Husband/wife/partner,Never,Never,Never,Never,Strongly agree,Disagree,Never,Strongly disagree,Male,Somewhat agree,Strongly disagree,Strongly agree,98074.0,Disagree,W1,Agree,2020/08/06 3:33:40 PM MDT,"No, none of the above",Strongly agree,Once a month or less,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,3-4 days a week,"$200,000 or more",Strongly disagree,"Employed, Full time",3-4 days a week,Somewhat agree,190901,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,3-4 days a week,Strongly disagree,1-2 days a week,Never,Disagree
Somewhat agree,Somewhat agree,Never,Once a month or less,Agree,Strongly agree,Never,Agree,Never,Strongly disagree,Strongly agree,1-2 days a week,Strongly agree,21.0,A few times a month,Some college/technical school training,"Husband/wife/partner;Cat or Dog;Non-household members (e.g. relatives, roommates)",Everyday,Never,1-2 days a week,Never,Strongly agree,Somewhat agree,Never,Somewhat disagree,Male,Agree,Disagree,Somewhat agree,98105.0,Disagree,"W1, W3P",Agree,2020/07/03 11:20:34 AM MDT,"No, none of the above",Agree,A few times a month,Agree,Somewhat disagree,Agree,Agree,A few times a month,"$20,000 to $24,999",Disagree,"Employed, Full time",Once a month or less,Somewhat disagree,190702,"I believe so, but I haven't been tested for it.",Agree,Everyday,Never,Strongly disagree,1-2 days a week,Never,Somewhat agree
Somewhat agree,Somewhat agree,Everyday,1-2 days a week,Agree,Strongly disagree,Never,Disagree,A few times a month,Somewhat disagree,Strongly agree,Never,Disagree,42.0,A few times a month,2-year college degree (Associate),Husband/wife/partner;Children aged 12-17;Cat or Dog,Never,Never,3-4 days a week,Never,Strongly agree,Somewhat disagree,Never,Somewhat disagree,Male,Strongly agree,Disagree,Strongly agree,98370.0,Strongly disagree,W1,Agree,2020/07/06 11:27:46 PM MDT,"No, none of the above",Disagree,A few times a month,Agree,Strongly agree,Strongly agree,Somewhat agree,A few times a month,"$100,000 to $149,999",Strongly disagree,"Employed, Full time",A few times a month,Agree,190735,"No, I have tested negative.",Strongly agree,3-4 days a week,3-4 days a week,Disagree,A few times a month,Never,Disagree
Strongly agree,Somewhat agree,Everyday,Once a month or less,Agree,Somewhat agree,Once a month or less,Disagree,Never,Disagree,Somewhat agree,Once a month or less,Agree,62.0,1-2 days a week,"Professional degree (e.g. MD, JD)",Husband/wife/partner;Children aged 18 or more;Cat or Dog,Never,Never,1-2 days a week,Once a month or less,Strongly agree,Somewhat agree,Never,Strongly disagree,Male,Strongly agree,Disagree,Agree,98058.0,Somewhat agree,W1,Agree,2020/07/01 12:45:13 AM MDT,"No, none of the above",Somewhat disagree,A few times a month,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Everyday,"$100,000 to $149,999",Disagree,"Employed, Full time",1-2 days a week,Agree,190464,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,Once a month or less,Strongly disagree,Never,A few times a month,Disagree
Disagree,Somewhat disagree,Never,1-2 days a week,Agree,Somewhat agree,Once a month or less,Somewhat agree,A few times a month,Strongly agree,Strongly agree,Once a month or less,Somewhat agree,59.0,A few times a month,"4-year college degree (e.g. BA, BS)",Husband/wife/partner,Never,Once a month or less,Everyday,Once a month or less,Somewhat agree,Disagree,A few times a month,Somewhat disagree,Female,Strongly agree,Somewhat agree,Strongly agree,98052.0,Somewhat agree,"W1, W3P",Strongly disagree,2020/06/30 11:04:39 PM MDT,,Somewhat agree,A few times a month,Strongly agree,Somewhat agree,Somewhat disagree,Disagree,1-2 days a week,"$100,000 to $149,999",Strongly disagree,Retired,A few times a month,Somewhat agree,190437,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,Never,Strongly disagree,Never,A few times a month,Somewhat disagree
Somewhat disagree,Somewhat disagree,3-4 days a week,A few times a month,Agree,Somewhat agree,Never,Disagree,Once a month or less,Disagree,Agree,3-4 days a week,Agree,65.0,1-2 days a week,"4-year college degree (e.g. BA, BS)",Husband/wife/partner;Cat or Dog,Never,Never,3-4 days a week,Once a month or less,Strongly agree,Somewhat disagree,Once a month or less,Disagree,Male,Strongly agree,Strongly disagree,Strongly agree,98118.0,Strongly agree,W1,Agree,2020/07/01 12:37:30 AM MDT,"No, none of the above",Agree,A few times a month,Agree,Agree,Agree,Agree,Once a month or less,"$75,000 to $99,999",Somewhat disagree,"Employed, Part time",A few times a month,Disagree,190459,"I don't believe so, but I haven't been tested for it.",Agree,1-2 days a week,Once a month or less,Strongly disagree,Once a month or less,3-4 days a week,Disagree
Strongly agree,Somewhat disagree,Everyday,A few times a month,Strongly agree,Strongly agree,Never,Agree,Once a month or less,Disagree,Agree,Never,Agree,28.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner;Children aged 0-2;Children aged 3-5,Never,A few times a month,Never,Never,Somewhat disagree,Somewhat agree,Never,Strongly disagree,Male,Strongly agree,Somewhat agree,Strongly agree,98001.0,Agree,W1,Strongly agree,2020/07/02 4:53:56 PM MDT,"No, none of the above",Somewhat agree,1-2 days a week,Agree,Somewhat disagree,Agree,Strongly disagree,1-2 days a week,"$150,000 to $199,999",Strongly disagree,"Employed, Full time",Once a month or less,Strongly agree,190677,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,1-2 days a week,Strongly disagree,A few times a month,Never,Agree
Strongly agree,Strongly agree,Never,Never,Agree,Strongly agree,Never,Agree,Never,Strongly disagree,Strongly agree,1-2 days a week,Agree,63.0,3-4 days a week,2-year college degree (Associate),None of the above,Once a month or less,Never,Everyday,A few times a month,Agree,Somewhat agree,Never,Strongly disagree,Female,Disagree,Strongly disagree,Strongly agree,98109.0,Strongly disagree,W1,Agree,2020/06/29 5:09:25 PM MDT,Transportation,Agree,Never,Strongly disagree,Strongly disagree,Somewhat agree,Disagree,1-2 days a week,"$35,000 to $49,999",Strongly disagree,"Employed, Full time",A few times a month,Somewhat agree,190245,"Yes, I have tested positive.",Strongly agree,3-4 days a week,Never,Strongly disagree,Never,A few times a month,Somewhat disagree
Somewhat agree,Strongly disagree,Everyday,1-2 days a week,Agree,Disagree,Never,Agree,A few times a month,Agree,Agree,Once a month or less,Disagree,41.0,A few times a month,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner;Children aged 6-11,Never,Never,Everyday,Never,Agree,Disagree,Once a month or less,Strongly disagree,Male,Agree,Somewhat disagree,Strongly agree,98012.0,Strongly disagree,W1,Agree,2020/07/08 9:28:34 PM MDT,"No, none of the above",Agree,A few times a month,Strongly agree,Strongly agree,Disagree,Somewhat agree,1-2 days a week,Prefer not to answer,Disagree,"Employed, Full time",Once a month or less,Agree,191068,"I don't believe so, but I haven't been tested for it.",Agree,3-4 days a week,Everyday,Disagree,3-4 days a week,Once a month or less,Somewhat disagree
Somewhat agree,Somewhat agree,1-2 days a week,Never,Strongly agree,Somewhat agree,Never,Disagree,Never,Somewhat agree,Strongly agree,Everyday,Agree,24.0,1-2 days a week,"4-year college degree (e.g. BA, BS)","Non-household members (e.g. relatives, roommates)",1-2 days a week,Never,Everyday,Never,Strongly agree,Disagree,Never,Strongly disagree,Female,Strongly agree,Strongly disagree,Agree,98108.0,Somewhat disagree,"W1, W2P, W3P",Agree,2020/07/07 2:23:05 PM MDT,"No, none of the above",Strongly agree,Never,Strongly agree,Somewhat agree,Agree,Strongly agree,1-2 days a week,"$50,000 to $74,999",Strongly disagree,Unemployed,3-4 days a week,Somewhat disagree,191026,"I don't believe so, but I haven't been tested for it.",Strongly agree,Never,Never,Strongly disagree,Everyday,Never,Strongly disagree
