Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.comfortable.sharing.a.ride.with.a.stranger..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.like.to.share.rides.with.others.if.it.saves.money..,hh_size,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Everyone.should.stay.at.home.as.much.as.possible.until.the.coronavirus.has.subsided..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.miss.my.commute..,transit_usage_during,education,user_id,age,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Walk.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.other.items..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.travel.on.a.bus.or.light.rail.if.physical.distancingÂ.measures.are.enforced..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Eating.in.restaurants.is.a.fun.leisure.activity..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.Ridehail..e.g..UberPool..Lyft.Shared..,gender,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.increases.family.conflicts..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.can.efficiently.replace.most.of.my.in.person.work.meetings.with.online.meetings.,What.is.your.home.ZIP.code.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shutting.down.businesses.to.prevent.the.spread.of.the.coronavirus.is.not.worth.the.economic.damage.that.it.causes..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.bike.or.scooter..Lime..JUMP..etc...,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.don.t.mind.traveling.on.a.crowded.bus..,job_status,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.perform.better.when.I.interact.with.my.co.workers.in.person..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Physical.distancing.is.an.efficient.approach.for.controlling.the.coronavirus.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Bike.or.Scooter.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.groceries..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.other.items.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...In.store.grocery.shopping.is.fun..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.try.to.use.transportation.options.that.allow.me.to.avoid.contact.with.other.people..,Timestamp,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...My.friends.and.family.expect.me.to.stay.at.home.until.the.coronavirus.subsides..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Even.if.I.don.t.end.up.buying.anything..I.still.enjoy.going.to.stores.and.browsing..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.groceries.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Traveling.by.bus.or.light.rail.poses.a.risk.to.my.health..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Ferry.or.Water.Taxi.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......eat.a.meal.in.a.restaurant..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Drive.Alone.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Wearing.face.covering.should.be.mandatory..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Solo.Ridehail..UberX..Lyft..or.Taxi.,Have.you.had.COVID.19.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...It.is.important.to.me.to.physically.check.out.items.before.buying.them..,wfh_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shopping.online.is.convenient..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.makes.me.less.disciplined.self.controlled..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Carpool.,annual_hh_income,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.food.for.pick.up.delivery.from.a.restaurant..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Personal.space.is.important.to.me.when.I.travel..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.enjoy.social.interactions.with.my.colleagues..,Are.you.employed.in.one.of.the.following.industries.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.prefer.buying.groceries.online.rather.than.going.to.the.store..,Waves,transit_usage_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Media.is.exaggerating.the.spread.of.the.coronavirus..,wfh_during,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.concerned.that.friends.or.family.will.experience.serious.health.issues.if.they.catch.the.coronavirus..,annual_hh_income_avg,income_category,Low_Income,Middle_Income,High_Income,wfh_during_ord,wfh_future_ord,transit_usage_during_ord,transit_usage_future_ord,wfh_future_interval,wfh_change_estimated,transit_change_estimated,transit_usage_future_ordered
Somewhat agree,Somewhat agree,1,Strongly disagree,Agree,Never,High school graduate or GED,190482,55.0,Never,3-4 days a week,Disagree,Strongly agree,Never,Male,Strongly disagree,Strongly disagree,98034.0,Strongly disagree,Never,Disagree,"Employed, Full time",Strongly agree,Strongly disagree,Never,3-4 days a week,Never,Strongly agree,Agree,2020/07/01 8:16:38 AM MDT,Strongly disagree,Strongly agree,Never,Disagree,A few times a month,1-2 days a week,Everyday,Strongly disagree,Never,"I don't believe so, but I haven't been tested for it.",Strongly agree,Never,Agree,Disagree,Never,"$50,000 to $74,999",Never,Somewhat agree,Strongly agree,"No, none of the above",Strongly disagree,W1,1-2 days a week,Strongly agree,Never,Strongly disagree,62499.5,Middle,0,1,0,0,0,0,3,0.0,No Change,Increased Transit,1-2 days a week
Somewhat disagree,Disagree,1,Agree,Disagree,Never,"4-year college degree (e.g. BA, BS)",190768,42.0,Never,A few times a month,Somewhat agree,Somewhat agree,Never,Male,Somewhat disagree,Somewhat agree,98036.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Agree,Somewhat agree,Never,1-2 days a week,1-2 days a week,Somewhat disagree,Agree,2020/07/07 6:17:58 PM MDT,Somewhat agree,Agree,A few times a month,Agree,Never,A few times a month,Everyday,Agree,Never,"No, I have tested negative.",Agree,3-4 days a week,Agree,Somewhat agree,Never,"$200,000 or more",1-2 days a week,Agree,Agree,"No, none of the above",Somewhat disagree,"W1, W3P",A few times a month,Disagree,Everyday,Strongly agree,200000.0,High,0,0,1,5,4,0,2,3.5,Decreased WFH,Increased Transit,A few times a month
Strongly disagree,Strongly disagree,3,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190104,49.0,Everyday,A few times a month,Agree,Disagree,Once a month or less,Female,Somewhat agree,Strongly disagree,98115.0,Strongly disagree,Once a month or less,Disagree,"Employed, Full time",Strongly agree,Agree,3-4 days a week,1-2 days a week,A few times a month,Strongly disagree,Somewhat agree,2020/06/28 9:38:00 AM MDT,Agree,Strongly disagree,Never,Disagree,Never,1-2 days a week,Everyday,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Agree,Never,Disagree,Disagree,Never,"$200,000 or more",Once a month or less,Strongly agree,Strongly agree,"No, none of the above",Disagree,"W1, W2P, W3P",A few times a month,Strongly disagree,Everyday,Strongly agree,200000.0,High,0,0,1,5,0,0,2,0.0,Decreased WFH,Increased Transit,A few times a month
Strongly disagree,Strongly disagree,2,Strongly agree,Disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",191108,49.0,3-4 days a week,1-2 days a week,Strongly disagree,Strongly disagree,Never,Female,Agree,Somewhat agree,98374.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Strongly agree,Never,1-2 days a week,A few times a month,Disagree,Strongly agree,2020/07/09 8:18:16 PM MDT,Agree,Strongly disagree,1-2 days a week,Strongly agree,Never,Once a month or less,Everyday,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Disagree,Never,Strongly agree,Disagree,Never,"$150,000 to $199,999",A few times a month,Strongly agree,Strongly agree,"No, none of the above",Agree,"W1, W3P",Once a month or less,Strongly disagree,Everyday,Strongly agree,174999.5,High,0,0,1,5,0,0,1,0.0,Decreased WFH,Increased Transit,Once a month or less
Disagree,Disagree,3,Strongly agree,Somewhat agree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190960,58.0,Never,1-2 days a week,Disagree,Agree,Never,Male,Agree,Somewhat disagree,98107.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Agree,Strongly agree,A few times a month,1-2 days a week,A few times a month,Agree,Somewhat agree,2020/07/05 8:58:55 AM MDT,Strongly agree,Agree,Once a month or less,Agree,Never,1-2 days a week,Everyday,Strongly agree,Never,"No, I have tested negative.",Agree,1-2 days a week,Agree,Agree,Once a month or less,"$200,000 or more",1-2 days a week,Agree,Agree,"No, none of the above",Disagree,"W1, W3P",Never,Disagree,Everyday,Strongly agree,200000.0,High,0,0,1,5,3,0,0,1.5,Decreased WFH,No Change,Never
Strongly disagree,Somewhat agree,3,Strongly agree,Somewhat disagree,Never,"4-year college degree (e.g. BA, BS)",191012,49.0,Everyday,1-2 days a week,Disagree,Agree,A few times a month,Female,Somewhat agree,Agree,98201.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Strongly agree,Strongly agree,A few times a month,1-2 days a week,1-2 days a week,Somewhat disagree,Strongly agree,2020/07/07 12:22:35 PM MDT,Somewhat agree,Somewhat disagree,Never,Agree,A few times a month,1-2 days a week,Everyday,Strongly agree,A few times a month,"I don't believe so, but I haven't been tested for it.",Somewhat agree,A few times a month,Agree,Agree,Everyday,"$100,000 to $149,999",1-2 days a week,Strongly agree,Strongly agree,"No, none of the above",Somewhat disagree,W1,A few times a month,Strongly disagree,Everyday,Strongly agree,124999.5,Middle,0,1,0,5,2,0,2,1.0,Decreased WFH,Increased Transit,A few times a month
Strongly disagree,Strongly disagree,2,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190838,60.0,A few times a month,A few times a month,Disagree,Strongly disagree,Never,Female,Disagree,Disagree,98292.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Agree,Once a month or less,1-2 days a week,Once a month or less,Somewhat disagree,Strongly agree,2020/07/10 2:54:15 AM MDT,Agree,Strongly disagree,Once a month or less,Strongly agree,Once a month or less,1-2 days a week,3-4 days a week,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Somewhat agree,Never,Somewhat disagree,Disagree,Never,"$100,000 to $149,999",1-2 days a week,Strongly agree,Agree,"No, none of the above",Disagree,"W1, W2P",Once a month or less,Strongly disagree,Everyday,Strongly agree,124999.5,Middle,0,1,0,5,0,0,1,0.0,Decreased WFH,Increased Transit,Once a month or less
Somewhat agree,Somewhat agree,1,Strongly disagree,Agree,Never,"Professional degree (e.g. MD, JD)",190639,61.0,Everyday,1-2 days a week,Disagree,Agree,Never,Male,Strongly agree,Somewhat agree,98121.0,Strongly agree,Never,Disagree,"Employed, Full time",Agree,Disagree,Never,1-2 days a week,1-2 days a week,Somewhat agree,Agree,2020/07/02 9:48:34 AM MDT,Strongly disagree,Somewhat agree,Never,Somewhat disagree,Never,A few times a month,3-4 days a week,Strongly disagree,A few times a month,"I don't believe so, but I haven't been tested for it.",Agree,A few times a month,Strongly agree,Strongly agree,Never,"$100,000 to $149,999",A few times a month,Disagree,Agree,"No, none of the above",Disagree,"W1, W2P",Never,Strongly agree,Everyday,Strongly disagree,124999.5,High,0,0,1,5,2,0,0,1.0,Decreased WFH,No Change,Never
Strongly disagree,Strongly agree,2,Agree,Somewhat disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190003,31.0,Never,1-2 days a week,Disagree,Agree,Never,Female,Strongly agree,Somewhat agree,98422.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Strongly agree,Agree,Never,1-2 days a week,A few times a month,Agree,Somewhat agree,2020/06/26 11:36:51 PM MDT,Somewhat disagree,Agree,A few times a month,Somewhat agree,Never,1-2 days a week,Everyday,Agree,Never,"I don't believe so, but I haven't been tested for it.",Strongly agree,Never,Somewhat agree,Agree,3-4 days a week,"$100,000 to $149,999",A few times a month,Agree,Agree,"No, none of the above",Somewhat disagree,"W1, W2P, W3P, W3F",Never,Somewhat agree,Everyday,Agree,124999.5,Middle,0,1,0,5,0,0,0,0.0,Decreased WFH,No Change,Never
Disagree,Somewhat disagree,1,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190307,35.0,3-4 days a week,A few times a month,Agree,Somewhat agree,Once a month or less,Female,Agree,Agree,98117.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Somewhat disagree,Strongly agree,1-2 days a week,A few times a month,Once a month or less,Somewhat agree,Agree,2020/06/30 1:50:36 AM MDT,Agree,Somewhat disagree,Never,Agree,Once a month or less,1-2 days a week,Never,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Somewhat agree,Never,Strongly agree,Agree,3-4 days a week,"$150,000 to $199,999",A few times a month,Strongly agree,Somewhat agree,"No, none of the above",Disagree,"W1, W2P",Everyday,Strongly disagree,Everyday,Strongly agree,174999.5,High,0,0,1,5,0,0,5,0.0,Decreased WFH,Increased Transit,Everyday
Strongly disagree,Somewhat disagree,3,Strongly agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190434,42.0,Once a month or less,1-2 days a week,Somewhat agree,Disagree,Never,Female,Agree,Disagree,98106.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Agree,Never,1-2 days a week,A few times a month,Disagree,Strongly agree,2020/06/30 10:37:59 PM MDT,Somewhat agree,Disagree,Once a month or less,Agree,Once a month or less,1-2 days a week,A few times a month,Strongly agree,Once a month or less,"No, I have tested negative.",Agree,Never,Agree,Somewhat disagree,3-4 days a week,"$75,000 to $99,999",1-2 days a week,Agree,Agree,Medical,Disagree,"W1, W2P, W3P",Once a month or less,Strongly disagree,Never,Strongly agree,87499.5,Middle,0,1,0,0,0,0,1,0.0,No Change,Increased Transit,Once a month or less
Somewhat disagree,Somewhat disagree,2,Agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190415,29.0,Never,1-2 days a week,Somewhat agree,Strongly agree,Never,Female,Somewhat agree,Somewhat agree,98208.0,Disagree,Never,Somewhat disagree,"Employed, Full time",Strongly agree,Agree,Never,1-2 days a week,1-2 days a week,Somewhat agree,Agree,2020/06/30 5:14:55 PM MDT,Somewhat agree,Somewhat agree,A few times a month,Somewhat agree,Never,1-2 days a week,Everyday,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Somewhat disagree,Never,Somewhat agree,Somewhat agree,Never,"$150,000 to $199,999",1-2 days a week,Agree,Strongly agree,"No, none of the above",Somewhat agree,W1,Never,Disagree,Everyday,Somewhat disagree,174999.5,High,0,0,1,5,0,0,0,0.0,Decreased WFH,No Change,Never
Strongly disagree,Strongly disagree,1,Strongly agree,Strongly disagree,Never,High school graduate or GED,190046,54.0,Everyday,A few times a month,Strongly disagree,Strongly disagree,Never,Female,Strongly disagree,Strongly agree,98375.0,Strongly disagree,Never,Disagree,Retired,Strongly disagree,Somewhat agree,Never,1-2 days a week,1-2 days a week,Strongly disagree,Strongly agree,2020/06/27 5:58:51 PM MDT,Somewhat agree,Strongly disagree,Never,Strongly agree,Never,Once a month or less,A few times a month,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Disagree,Once a month or less,Strongly agree,Strongly disagree,Never,"$35,000 to $49,999",Once a month or less,Strongly agree,Strongly disagree,"No, none of the above",Somewhat agree,W1,Never,Strongly disagree,Never,Strongly agree,42499.5,Middle,0,1,0,0,1,0,0,0.25,Increased WFH,No Change,Never
Somewhat disagree,Agree,1,Strongly agree,Disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",191101,55.0,Everyday,1-2 days a week,Agree,Somewhat agree,Never,Female,Strongly disagree,Agree,98405.0,Disagree,Never,Strongly disagree,"Employed, Full time",Strongly disagree,Strongly agree,Never,1-2 days a week,1-2 days a week,Strongly disagree,Strongly agree,2020/07/09 7:43:16 PM MDT,Somewhat agree,Strongly disagree,Once a month or less,Agree,Never,Once a month or less,1-2 days a week,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Strongly agree,Never,Strongly agree,Disagree,A few times a month,"$100,000 to $149,999",A few times a month,Strongly agree,Strongly agree,Medical,Disagree,"W1, W2P, W3P",Once a month or less,Strongly disagree,Never,Somewhat agree,124999.5,High,0,0,1,0,0,0,1,0.0,No Change,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,1,Strongly agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190412,40.0,1-2 days a week,Once a month or less,Strongly disagree,Strongly disagree,Never,Female,Somewhat agree,Somewhat agree,98036.0,Somewhat agree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Strongly agree,Never,A few times a month,A few times a month,Strongly disagree,Strongly agree,2020/06/30 4:58:03 PM MDT,Agree,Strongly disagree,A few times a month,Strongly agree,Once a month or less,Once a month or less,3-4 days a week,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Somewhat disagree,Never,Agree,Somewhat agree,A few times a month,"$50,000 to $74,999",1-2 days a week,Strongly agree,Somewhat disagree,"No, none of the above",Somewhat agree,W1,Never,Agree,Never,Strongly agree,62499.5,Middle,0,1,0,0,0,0,0,0.0,No Change,No Change,Never
Disagree,Somewhat agree,1,Strongly disagree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190711,30.0,3-4 days a week,A few times a month,Agree,Agree,Never,Male,Disagree,Agree,98402.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Strongly disagree,Somewhat agree,A few times a month,1-2 days a week,A few times a month,Somewhat agree,Agree,2020/07/06 4:41:18 PM MDT,Somewhat disagree,Somewhat agree,Once a month or less,Strongly agree,Never,A few times a month,3-4 days a week,Strongly agree,Never,"I believe so, but I haven't been tested for it.",Agree,1-2 days a week,Strongly agree,Somewhat disagree,Never,"$35,000 to $49,999",A few times a month,Strongly agree,Somewhat agree,"No, none of the above",Disagree,W1,Everyday,Disagree,1-2 days a week,Agree,42499.5,Middle,0,1,0,3,3,0,5,1.5,No Change,Increased Transit,Everyday
Disagree,Disagree,3,Strongly agree,Disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190158,51.0,Never,A few times a month,Somewhat agree,Agree,Never,Female,Somewhat disagree,Strongly agree,98290.0,Somewhat agree,Never,Strongly disagree,"Employed, Full time",Agree,Agree,Never,A few times a month,Once a month or less,Agree,Agree,2020/06/28 9:18:34 PM MDT,Strongly agree,Agree,Once a month or less,Strongly agree,Never,A few times a month,Everyday,Agree,Never,"I don't believe so, but I haven't been tested for it.",Somewhat agree,1-2 days a week,Agree,Somewhat disagree,Never,"$200,000 or more",Once a month or less,Somewhat agree,Agree,"No, none of the above",Disagree,"W1, W2F, W3P",Never,Disagree,Everyday,Agree,200000.0,High,0,0,1,5,3,0,0,1.5,Decreased WFH,No Change,Never
Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Never,"Professional degree (e.g. MD, JD)",190212,54.0,Everyday,A few times a month,Somewhat agree,Strongly disagree,Never,Female,Strongly disagree,Somewhat disagree,98116.0,Strongly disagree,1-2 days a week,Strongly disagree,"Employed, Full time",Disagree,Strongly agree,1-2 days a week,1-2 days a week,A few times a month,Strongly disagree,Somewhat disagree,2020/06/29 1:44:18 PM MDT,Agree,Strongly disagree,Never,Somewhat agree,A few times a month,Once a month or less,1-2 days a week,Strongly agree,1-2 days a week,"I don't believe so, but I haven't been tested for it.",Somewhat agree,1-2 days a week,Somewhat agree,Strongly disagree,Never,"$200,000 or more",A few times a month,Somewhat agree,Strongly agree,"No, none of the above",Strongly disagree,W1,Everyday,Strongly disagree,Everyday,Strongly agree,200000.0,High,0,0,1,5,3,0,5,1.5,Decreased WFH,Increased Transit,Everyday
Strongly disagree,Disagree,1,Strongly agree,Agree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190094,65.0,A few times a month,A few times a month,Strongly disagree,Disagree,Never,Female,Strongly disagree,Agree,98070.0,Strongly disagree,Never,Strongly disagree,Retired,Disagree,Strongly agree,A few times a month,1-2 days a week,A few times a month,Disagree,Strongly disagree,2020/06/28 7:48:54 AM MDT,Somewhat agree,Disagree,1-2 days a week,Agree,A few times a month,Once a month or less,3-4 days a week,Strongly agree,Never,"I believe so, but I haven't been tested for it.",Disagree,A few times a month,Strongly agree,Agree,Never,"$75,000 to $99,999",A few times a month,Agree,Agree,,Strongly agree,W1,Never,Strongly disagree,Once a month or less,Strongly agree,87499.5,Middle,0,1,0,1,2,0,0,1.0,Increased WFH,No Change,Never
Strongly disagree,Strongly disagree,1,Strongly agree,Somewhat agree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190229,24.0,3-4 days a week,A few times a month,Strongly disagree,Strongly disagree,A few times a month,Female,Strongly disagree,Strongly disagree,98105.0,Strongly disagree,A few times a month,Strongly disagree,"Employed, Part time",Strongly agree,Strongly agree,A few times a month,1-2 days a week,A few times a month,Strongly disagree,Strongly agree,2020/06/29 3:25:47 PM MDT,Strongly agree,Strongly disagree,Never,Strongly agree,Never,1-2 days a week,Once a month or less,Strongly agree,A few times a month,"I believe so, but I haven't been tested for it.",Disagree,1-2 days a week,Somewhat agree,Agree,1-2 days a week,"$10,000 to $14,999",1-2 days a week,Strongly agree,Agree,"No, none of the above",Strongly disagree,W1,Everyday,Strongly disagree,Everyday,Strongly agree,12499.5,Low,1,0,0,5,3,0,5,1.5,Decreased WFH,Increased Transit,Everyday
Disagree,Disagree,1,Strongly agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",191001,36.0,3-4 days a week,1-2 days a week,Disagree,Strongly disagree,Never,Male,Somewhat disagree,Somewhat agree,98055.0,Disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Agree,Never,1-2 days a week,1-2 days a week,Strongly disagree,Agree,2020/07/07 8:33:23 AM MDT,Agree,Strongly disagree,Never,Agree,Never,A few times a month,Everyday,Agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Somewhat agree,Once a month or less,Strongly agree,Disagree,Never,"$75,000 to $99,999",A few times a month,Strongly agree,Somewhat disagree,"No, none of the above",Somewhat disagree,"W1, W2P",Once a month or less,Strongly disagree,Everyday,Agree,87499.5,Middle,0,1,0,5,1,0,1,0.25,Decreased WFH,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,1,Agree,Agree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190053,33.0,1-2 days a week,Once a month or less,Somewhat agree,Somewhat agree,Once a month or less,Female,Strongly agree,Agree,98498.0,Somewhat agree,Never,Strongly disagree,"Employed, Full time",Somewhat disagree,Somewhat agree,Once a month or less,Once a month or less,Once a month or less,Strongly disagree,Agree,2020/06/27 7:09:12 PM MDT,Disagree,Disagree,Once a month or less,Agree,Once a month or less,Once a month or less,Everyday,Somewhat disagree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Agree,Never,Somewhat agree,Strongly agree,Once a month or less,"$50,000 to $74,999",Never,Agree,Somewhat agree,"No, none of the above",Strongly agree,W1,Once a month or less,Somewhat disagree,Everyday,Strongly agree,62499.5,Middle,0,1,0,5,0,0,1,0.0,Decreased WFH,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,1,Agree,Strongly disagree,Never,High school graduate or GED,190689,59.0,Once a month or less,Everyday,Strongly disagree,Strongly disagree,Never,Male,Strongly disagree,Strongly disagree,98188.0,Agree,Never,Strongly disagree,"Employed, Full time",Strongly disagree,Agree,Once a month or less,3-4 days a week,Everyday,Somewhat agree,Agree,2020/07/02 5:43:34 PM MDT,Agree,Strongly disagree,Never,Strongly agree,Once a month or less,Everyday,Everyday,Agree,Never,"I don't believe so, but I haven't been tested for it.",Agree,Never,Agree,Strongly disagree,Never,"$50,000 to $74,999",Never,Agree,Strongly disagree,"No, none of the above",Strongly disagree,W1,Once a month or less,Agree,Never,Somewhat agree,62499.5,Middle,0,1,0,0,0,0,1,0.0,No Change,Increased Transit,Once a month or less
Somewhat agree,Somewhat agree,1,Somewhat agree,Somewhat agree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190244,24.0,Never,A few times a month,Somewhat agree,Somewhat agree,Never,Female,Somewhat disagree,Somewhat agree,98107.0,Agree,Never,Somewhat disagree,"Employed, Full time",Agree,Somewhat agree,Never,A few times a month,Never,Somewhat agree,Agree,2020/06/29 5:07:52 PM MDT,Agree,Disagree,Never,Agree,Never,A few times a month,A few times a month,Somewhat agree,Never,"I don't believe so, but I haven't been tested for it.",Somewhat disagree,Never,Somewhat agree,Strongly agree,A few times a month,"$75,000 to $99,999",A few times a month,Somewhat agree,Agree,"No, none of the above",Disagree,"W1, W2P",3-4 days a week,Somewhat agree,Everyday,Somewhat disagree,87499.5,Middle,0,1,0,5,0,0,4,0.0,Decreased WFH,Increased Transit,3-4 days a week
Strongly disagree,Strongly disagree,1,Strongly agree,Disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190176,69.0,A few times a month,3-4 days a week,Disagree,Strongly disagree,Never,Female,Somewhat agree,Somewhat disagree,98004.0,Strongly disagree,Never,Strongly disagree,Retired,Somewhat disagree,Agree,Never,3-4 days a week,Once a month or less,Strongly disagree,Strongly agree,2020/06/28 11:51:48 PM MDT,Agree,Disagree,Never,Strongly agree,Once a month or less,3-4 days a week,Everyday,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Agree,Never,Agree,Somewhat agree,Never,"$100,000 to $149,999",Once a month or less,Strongly agree,Somewhat disagree,,Disagree,"W1, W2P, W3P",A few times a month,Disagree,Never,Strongly agree,124999.5,High,0,0,1,0,0,0,2,0.0,No Change,Increased Transit,A few times a month
Disagree,Somewhat agree,2,Strongly agree,Disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190523,47.0,Everyday,1-2 days a week,Somewhat agree,Disagree,Never,Male,Somewhat agree,Agree,98029.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Agree,Strongly agree,Never,1-2 days a week,A few times a month,Somewhat agree,Agree,2020/07/01 3:13:29 PM MDT,Strongly agree,Disagree,A few times a month,Agree,Never,1-2 days a week,1-2 days a week,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Agree,Once a month or less,Agree,Strongly disagree,Never,"$100,000 to $149,999",Never,Agree,Agree,"No, none of the above",Agree,W1,3-4 days a week,Strongly disagree,Everyday,Strongly agree,124999.5,Middle,0,1,0,5,1,0,4,0.25,Decreased WFH,Increased Transit,3-4 days a week
